canonical_id,question_number,section,marks,question_type,subject_discipline,has_or_choice,has_figure_or_table,papers_appeared_count,years_appeared,question_text,or_question_text
CBSE_SCI_2023_Q15_3111Science,15,A,1,MCQ,General Science,False,True,1,2023,"In the following diagram, the position of the needle is shown on the scale<br>of a voltmeter. The least count of the voltmeter and the reading shown by<br>it respectively are :<br><!-- End of picture text -->
<!-- Start of picture text -->
1.5<br><!-- End of picture text -->
<!-- Start of picture text -->
Vv<br>(a) 0.15V and 1.6V (b) 0.05V and 1.6V<br>(c) 0.15 V and 1.8 V (d) 0.05 V and 1.8 V<br><!-- End of picture text -->
1",
CBSE_SCI_2023_Q16_3111Science,16,A,1,MCQ,Physics,False,False,1,2023,"The resultant magnetic field at point ‘P’ situated midway between two parallel wires (placed horizontally) each carrying a steady current I is 1 A————_»>———_B
###### eF
- CD
- (a) inthe same direction as the current in the wires.
- (b) in the vertically upward direction. (c) zero
- (d) inthe vertically downward direction.
- 31/1/1 —- 13
TVA AEM 17 S 20 siren ~~—~~ HRT UR TEM Iya = :
Sq Weal A al Haq ~~—~~ arpa (A) 3k HRT (R) few me S | Sa VA H Se AN few STAR Staa frwes sat Prat AA :
- (a) (A) SR (R) ct aa TT (R) are (A) Ht AST TTT IA | (b) (A) ARR) SAT aS, WI (R) GM (A) I el aT eT ST ET |
- (c) (A) Be @, Wd (R) Tea |
- (a) (A) Ted 2, WT (R) aS |",
CBSE_SCI_2023_Q17_3111Science,17,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,"afte (A) : Fa BIR Uehe H Uefla fast H cs GI Ble SHS Sle GT B, al faces USA Sl STATS |
1
- arua(R) : si Al ae 4 as afte aftiaiic2, ad: ae HI HI sah can ~~—~~ freraa & ferentita ax Care |",
CBSE_SCI_2023_Q18_3111Science,18,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,aiftrenera (A) : Sat a aera SA fry ar fer Perita Had | aro(R) : RQ AX wes fra a aaa SE |,
CBSE_SCI_2023_Q19_3111Science,19,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,aftrnera (A) : Be HT ae aa G Be At arrfsers SIA A Tara ST | aro (R) —-: eee aT ear STAT A P ~~e~~ e BAN Vela Slee ifenrati At Saeala SRT TAT & |,
CBSE_SCI_2023_Q20_3111Science,20,A,1,Assertion-Reason MCQ,Chemistry,False,True,1,2023,"atftrenert (A) : feet anrarél gare Huselt & ag ss eachta aa At ciara F, quech A bt Ht der 4 afe aw, aig state | aro (R) =: preci hye tH faa an vars At fee aaa Stet @ ara: Safota thal & Geachla aa Talfsra Sl ad = |
aa 14 =e
1
- 1
1
Oba
Q. Nos. 17 to 20 are Assertion ~~—~~ Reason based questions.
These consist of two statements ~~—~~ Assertion (A) and Reason (R). Answer these questions selecting the appropriate option given below :
- (a) Both (A) and (R) are true and (R) is the correct explanation of (A).
- (b) Both (A) and (R) are true, but (R) is not the correct explanation of (A).
- (c) (A) is true, but (R) is false.
- (d) (A) is false, but (R) is true.",
CBSE_SCI_2023_Q17_3111Science,17,A,1,Assertion-Reason MCQ,Chemistry,False,False,1,2023,"Assertion (A) : The colour of aqueous solution of copper sulphate turns colourless when a piece of lead is added to it.
1
Reason (R) : Lead is more reactive than copper, and hence displaces copper from its salt solution.",
CBSE_SCI_2023_Q18_3111Science,18,A,1,Assertion-Reason MCQ,Biology,False,False,1,2023,"Assertion (A) : Genes inherited from the parents decide the sex of a child.
1
Reason (R) : X chromosome in a male child is inherited from his father.",
CBSE_SCI_2023_Q19_3111Science,19,A,1,Assertion-Reason MCQ,Biology,False,False,1,2023,"Assertion (A) : Blood clotting prevents excessive loss of blood. Reason (R) : Blood clotting is due to blood plasma and white blood cells present in the blood.
1",
CBSE_SCI_2023_Q20_3111Science,20,A,1,Assertion-Reason MCQ,Physics,False,False,1,2023,"Assertion (A) : The strength of the magnetic field produced at the centre of a current carrying circular coil increases on increasing the number of turns in it.
1
Reason (R) : The current in each circular turn has the same direction and the magnetic field due to each turn then just adds up.
= 15 te
w ~~s -~~ a
###### THA GEM 21 S 26 aa ay Se IVA :
|THA <br>21.|GEM <br>(a)|21 S <br>@)|26 aa ay Se IVA :<br>fea a oF fet aire “Xx 4 sted ae 8 orf frene GA HSK SI GIA HT<br>TS |<br>2|
|---|---|---|---|
|||Gi)|XY’ BlVea<br>He SoH Taahh oe fra<br>|<br>“Sfean alet sik Sfeat tiset& Trarahts aeaeat 4 aan fafa<br>|<br>aT|
||(b)|4S <br>G)<br>Gi)|eh arch attest & aaferd carte atten fear<br>:<br>2<br>Waar athe & fie fipeecit al 4 fear aren 2,ae<br>Whee Gerd aaa wa alfean aiseis Grae Hl<br>fear sare ||
|22.|(a) <br>(b)|AM<br>Tel <br> e|A eee who ERS Pas 9 safer Al afte fear<br>| ga<br>SRT eA<br> THT AT Seeks ATAAT<br>|<br>2<br>Aaw Sh are safes HIaa SIR Aa aT raat feos WHR Sle<br>eS ?|
|23.|(a)|frea<br>an <br>G@)|fefed am ae feu ae are SRR I Ter (sted<br>ra/sraieetiofa) ar aa<br>seep ae (fers aT a fee aT AI tk) Afsz<br>2<br>Fee|
|||Gi)|pepeta oat|
||||wea|
||(b)|af<br>G)|er vate site AilGerd a Sal Ver He & fore feet HirtF<br>2<br>atediom<br>Ht sofeata a|
|||Gi)|atedise<br>& areF|
|31/1|/1|T|HAIS<br>I frees SMT |<br>=16|
###### Oba
###### SECTION ~~-~~ B
- Q. No. 21 to 26 are very short answer questions.",
CBSE_SCI_2023_Q21_3111Science,21,B,2,Short Answer (2 Marks),Chemistry,False,False,1,2023,"(a) G@) A compound ‘X’ which is prepared from gypsum has the property of hardening when mixed with proper quantity of water.
- 2
- Identify ‘X’ and write its chemical formula.
- (ii) State the difference in chemical composition between baking soda and baking powder.
###### OR
- (b) Write balanced chemical equation for the reaction that occurs when : 2
- (i) blue coloured copper sulphate crystals are heated and
- (ii) Sodium hydrogen carbonate is heated during cooking.",
CBSE_SCI_2023_Q22_3111Science,22,B,2,Short Answer (2 Marks),Biology,False,False,1,2023,"(a) Write the role of insulin in regulating blood sugar levels in human body. Mention the disease caused due to it. 2
- (b) How is the timing and the amount of release of insulin in the blood regulated ?",
CBSE_SCI_2023_Q23_3111Science,23,B,2,Short Answer (2 Marks),Biology,False,False,1,2023,"(a) Name the type of blood (oxygenated / deoxygenated) transported by each of the following mentioning the path (i.e. from one organ (which place) to another (which place)). 2
- G) Vena cava
- (i) Pulmonary artery
###### OR
- (b) With the help of a schematic flow chart, show the breakdown of glucose in a cell to provide energy ~~—~~ 2
- (i) inthe presence of oxygen
- (ii) in lack of oxygen
31/1/1 = 17 ate
|
[ale
24, Ha SA a Sa APT ST ATH ferRae as Fa VTE GTS | TANYA HY ACTA SA
saat re feta",
CBSE_SCI_2023_Q25_3111Science,25,B,2,Short Answer (2 Marks),General Science,False,True,1,2023,"(a) Yad VHT HI Ale Gael WH yt XY fet ara & fsa ABC 4 ake 4 aaiiv SFA TK TET :
2
2
<!-- Start of picture text -->
X B C Q<br><!-- End of picture text -->
sa sat Sax Gere Oe ifa sik ue PQ wR fears CA aTet Feta WHT Fst Ver ar SaTST|
Meret Al SA ate Urea chr ATs ferhaw ait ga SRT Hl sects HIT |
###### aera
- (b) ae Sar farsa é fe arg H af et we al Ht Prem) Al ae qe Al Teqail al EAE OE Hea Hl aa Te aT e |
- 2
- G) SR Hua & fw ant Afar |
- Gi) Sayer Hl feria A Aat 4 SM aret aaifad as ar as fear |
- Gii) FAH A eye Aa Al SPS GA: CATH & fre Sua feou GM arel ca Te al axa & few aarp fact sive ia |
SP?",
CBSE_SCI_2023_Q26_3111Science,26,B,2,Short Answer (2 Marks),General Science,False,True,1,2023,"fend atten eer H ethene Taras fens We Teh VT AK A SM ASI Sit STG 31/1/1 —~- 18
aeoteote &
<!-- Start of picture text -->
aeoteote<br><!-- End of picture text -->",
CBSE_SCI_2023_Q24_3111Science,24,B,2,Short Answer (2 Marks),Chemistry,False,True,1,2023,"Name the part of the human excretory system where nephrons are found. Write the structure and function of nephrons.
2
<!-- Start of picture text -->",
CBSE_SCI_2023_Q25_3111Science,25,B,2,Short Answer (2 Marks),Physics,False,True,1,2023,"(a) A narrow beam XY of white light is passing through a glass prism<br>ABC as shown in the diagram :<br><!-- End of picture text -->
2
<!-- Start of picture text -->
X B C Q<br><!-- End of picture text -->
Trace it on your answer sheet and show the path of the emergent beam as observed on the screen PQ.
Name the phenomenon observed and state its cause.
###### OR
- (b) It is observed that the power of an eye to see nearby objects as well as far off objects diminishes with age.
2
- (i) Give reason for the above statement.
- (ii) Name the defect that is likely to arise in the eyes in such a condition.
- (iii) Draw a labelled ray diagram to show the type of corrective lens used for restoring the vision of such an eye.",
CBSE_SCI_2023_Q26_3111Science,26,B,2,Short Answer (2 Marks),Biology,False,True,1,2023,"How do harmful chemicals get accumulated progressively at each trophic level in a food chain ? 2
= 19
Ro w ~~us -~~ 7
<!-- Start of picture text -->
Ro<br><!-- End of picture text -->
###### UV GAT 27 A 33 AY ARI |",
CBSE_SCI_2023_Q27_3111Science,27,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"(a) Ar deh afta 4 acai wie wear : (i) 4NH, +50, > 4NO + 6H,O Gi) H,O+F,>HF+HOF (iii) Fe,O, + 3CO > 2Fe + 3CO, (iv) 2H,+0, —> 2H,0
(b) Soe ~~-~~ 3TT seas (tetera) oriifepar At ahaa sttaetiom Ht ghee Steal SA eb Teal A ater|
###### 3",
CBSE_SCI_2023_Q28_3111Science,28,C,3,Short Answer (3 Marks),Chemistry,False,False,1,2023,"(a) FMath 4d feafatad sect 4 aA aie yes pH aitada al yaad Se & few fou SH arefl seqara (gers) fora ASIST : 3 GQ sad aaa ae 8 alee sea a at Gi) Hepat/ eat ch SH ATA
(b) ast Ga HT pH 4M 6 Baz | el A NE pH AM Fem a A ea 7 FA ?",
CBSE_SCI_2023_Q29_3111Science,29,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"(a) @) oifiehta vag ATP oft after pr sect HITT | Gi) eat a tat & vated Se ~~we~~ r Hl ala Blea HUA S 7 (ii) 3A ferfeat ar seta Fifer faa wR area F hat & fear At fea Fax Hei S | AAA
- 3
- (b) @ Wedl ak agai 8 snake aol fea wa 4 Ghar ere 2 7 Gi) Heeeeft areal 4 afe fea & aaa sah Wa oe Tad & cl Tee ~~r—~~ aeei fea THR Bae ? 3",
CBSE_SCI_2023_Q30_3111Science,30,C,3,Short Answer (3 Marks),General Science,False,True,1,2023,"(a) wafers sa ast & fer He feu re verre fewer sree HT ET ATT : A fat 1 B P 2c
fara
(b) Sa yHUT A aA wafers At vepia, ferta stk gst HI sects HITT | (c) ardta fre soret et Soar Heh Sa THT F ofatera ~~-—~~ at ch fers cH Secka HIATT |
31/1/1 — 20 <<
- 3
<!-- Start of picture text -->
aeoteote<br><!-- End of picture text -->
## aeoteote &
###### SECTION ~~-~~ C
Q. No. 27 to 33 are short answer questions.",
CBSE_SCI_2023_Q27_3111Science,27,C,3,Short Answer (3 Marks),Chemistry,False,False,1,2023,"(a) Identify the reducing agent in the following reactions : 3 Gi) 4NH, +50, > 4NO + 6H,O Gi) H,O+F,—> HF + HOF (iii) Fe,O, + 3CO — 2Fe + 3CO,
- (iv) 2H, +O, > 2H,O
- (b) Define a redox reaction in terms of gain or loss of oxygen.",
CBSE_SCI_2023_Q28_3111Science,28,C,3,Short Answer (3 Marks),Chemistry,False,False,1,2023,"(a) Suggest one remedial measure each to counteract the change in pH in human beings in following cases : 3
- (i) Production of too much acid in stomach during indigestion
- (ii) Stung by a honey bee / nettle leaves
- (b) Fresh milk has a pH of 6. When it changes into curd will its pH increase or decrease ? Why ?",
CBSE_SCI_2023_Q29_3111Science,29,C,3,Short Answer (3 Marks),Biology,False,True,1,2023,"(a) (i) State the role of ATP in cellular respiration. 3 Gi) What ensures sufficient exchange of gases in plants ?
- (iii) State the conditions on which the direction of diffusion of gases in plant depend upon.
- OR
- (b) @) What is the internal energy reserve in plants and animals ? (ii) How desert plants perform photosynthesis if their stomata remain closed during the day ? 3
- (b) Mention the nature, position and size of the image formed in this case.
- (c) State the sign of the image distance in this case using the Cartesian sign convention.
- 31/1/1 = 21 we
oRAG
3",
CBSE_SCI_2023_Q31_3111Science,31,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"frafefad& feu oro difie :
- (a) Bale ASI aM Sea Aaa A Wo Get & feel ciel WT SH Bld = | (b) steaftrs Sarg a SS TS STAT al steer Het Wiest Sa z | (c) pletigdl fac B SA are We UST HT AT Sea Bla z |",
CBSE_SCI_2023_Q32_3111Science,32,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"(a) @) Wa aa 4 fer feat aad sere HOA ale at A fen ald HA are fram al ferfar |
Gi) dr da ante feu me @ fed ache aa A feet scacia ST vas ad fear TAS | SAAS aes VHT veahae fread sclaia We TM Ae Fe PPAR: (1) stfreas AK (2) Fras tT | sta Sat & fee er Ae |
gerard seats aa >
==aa rate RShea m”® geen (i) (ii) (iii) wat
(b) @) Ae ferne yc a arabs aa Versi Hr ted Gian :
- 3
3
- (1) aetateét aftatferent
- (2) BSsqan
- Gi) SAT Saha eat & ate ch faterard cari Al Get SATST |",
CBSE_SCI_2023_Q33_3111Science,33,C,3,Short Answer (3 Marks),Chemistry,False,True,1,2023,"(a) @) feat ata wie (fee mea) eI Shs aids eat Her aI Gah A (SPTet) el Mrepherss UTA AT STS ?
3
- Gi) FW feet eae (ame falta) anita ht siftecoa ped ara sa feneel Mt Sal HT SR Sled sects Hise ai a cahrate oils F atalta He Gena z | AAA
- (b) @) freafefad at afafea acd ee a aS ai Ht SSR I SAT
- 3
- Gi) STEHT ERI GRR TT Eat & Silat H fre 20,000 J watt Rararaiea AT Ah @ | Sot At sa ae ot often Sie fre dat ai ee & fat ara SHA Uret caz & ofa & fare eerarcatta feat Sea |
- a) oe
3
<!-- Start of picture text -->
Idae iaae ia ia<br><!-- End of picture text -->
###### Idae iaae ia ia",
